Date,Opponent,Location,H/A/N,Result,Team Score,Opponent Score,Conference Game
,Geneseo,,,L,1,3,Y
,Rochester,,,W,2,1,N
,RIT,,,W,2,0,N
,Roberts Wesleyan,,,W,2,1,N
,Ithaca,,,L,0,3,N
,Auburn CC,,,L,0,2,N
,Herkimer CC,,,L,1,2,N
,Syracuse,,,L,0,2,N
,Colgate,,,W,3,0,N
,Cazenovia,,,W,3,0,N
,Genesee CC,,,W,3,2,N
