Date,Opponent,Location,H/A/N,Result,Team Score,Opponent Score,Conference Game
,Ithaca,,,L,0,2,N
,RIT,,,L,0,2,N
,Houghton,,,W,2,0,N
,Herkimer CC,,,L,1,2,N
,Wells,,,L,1,2,N
,Eisenhower,,,W,2,0,N
,Mansfield State,,,L,0,2,N
,Syracuse,,,L,0,2,N
,Cornell,,,L,0,2,N
,Geneseo,,,L,1,2,Y
,RIT,,,W,2,1,N
,Genesee CC,,,L,1,2,N
,Houghton ,,,W,2,0,N
,SUNY Buffalo,,,L,1,2,N
,Keuka,,,W,2,0,N
,Roberts Wesleyan,,,W,2,1,N
,RIT,,,W,2,0,N
,Colgate,,,L,1,3,N
,Binghamton,,,L,0,2,N
